Country Code,Country Name,Region,Income Group,Indicator Code,Indicator Short,Indicator Type,Year,Value
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,110.0
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,2.25
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,141.0
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,1.875
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,68.0
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.CUST.XQ,Customs Score,Score,2007,2.42857
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,81.0
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,3.0
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,127.0
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,2.15875309906715
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,36.3207256063496
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,147.0
SOM,Somalia,Sub-Saharan Africa,Low income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,1.625
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,18.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,3.70588
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,25.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,3.54286
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,22.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,3.55556
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,28.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.CUST.XQ,Customs Score,Score,2007,3.22222
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,31.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,3.78125
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,24.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,3.53358887405273
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,79.414489909758
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,26.0
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,3.42424
ESP,Spain,Europe & Central Asia,High income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,22.0
ESP,Spain,Europe & Central Asia,High income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,3.625
ESP,Spain,Europe & Central Asia,High income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,24.0
ESP,Spain,Europe & Central Asia,High income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,3.55
ESP,Spain,Europe & Central Asia,High income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,23.0
ESP,Spain,Europe & Central Asia,High income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,3.45
ESP,Spain,Europe & Central Asia,High income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,30.0
ESP,Spain,Europe & Central Asia,High income,LP.LPI.CUST.XQ,Customs Score,Score,2007,3.16667
ESP,Spain,Europe & Central Asia,High income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,29.0
ESP,Spain,Europe & Central Asia,High income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,3.85714
ESP,Spain,Europe & Central Asia,High income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,26.0
ESP,Spain,Europe & Central Asia,High income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
ESP,Spain,Europe & Central Asia,High income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
ESP,Spain,Europe & Central Asia,High income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,3.51890929130495
ESP,Spain,Europe & Central Asia,High income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
ESP,Spain,Europe & Central Asia,High income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
ESP,Spain,Europe & Central Asia,High income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,78.9543633328132
ESP,Spain,Europe & Central Asia,High income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,24.0
ESP,Spain,Europe & Central Asia,High income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,3.51064
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,75.0
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,2.58333
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,84.0
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,2.45455
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,112.0
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,2.30769
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,91.0
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.CUST.XQ,Customs Score,Score,2007,2.25
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,113.0
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,2.69231
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,92.0
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,2.39961161051418
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,43.8703545232118
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,105.0
LKA,Sri Lanka,South Asia,Lower middle income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,2.13333
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,51.0
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,2.91667
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,55.0
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,2.83333
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,68.0
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,2.66667
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,79.0
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.CUST.XQ,Customs Score,Score,2007,2.35714
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,67.0
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,3.16667
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,64.0
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,2.71080244325678
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,53.6245263621952
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,73.0
SDN,Sudan,Sub-Saharan Africa,Lower middle income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,2.35714
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,3.0
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,4.15217
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,6.0
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,4.06122
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,5.0
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,3.89796
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,6.0
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.CUST.XQ,Customs Score,Score,2007,3.84615
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,4.0
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,4.43182
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,4.0
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,4.0753834485627
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,96.3968583639416
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,5.0
SWE,Sweden,Europe & Central Asia,High income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,4.11321
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,9.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,4.03571
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,8.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,4.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,14.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,3.66667
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,5.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.CUST.XQ,Customs Score,Score,2007,3.84848
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,2.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,4.48
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,7.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,4.01619638334611
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,94.5416597397417
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,4.0
CHE,Switzerland,Europe & Central Asia,High income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,4.13333
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,137.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,2.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,145.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,1.8
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,138.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,2.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,108.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.CUST.XQ,Customs Score,Score,2007,2.16667
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,118.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,2.66667
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,135.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,2.08922780992556
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,34.1414788352755
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,131.0
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,1.90909
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,24.0
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,3.60465
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,23.0
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,3.57778
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,16.0
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,3.65217
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,25.0
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.CUST.XQ,Customs Score,Score,2007,3.25
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,15.0
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,4.175
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,21.0
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,3.64074244133812
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,82.77318238553
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,21.0
TWN,"Taiwan, China",East Asia & Pacific,High income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,3.62222
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,146.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,1.66667
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,141.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,1.9
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,136.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,2.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,140.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.CUST.XQ,Customs Score,Score,2007,1.90909
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,146.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,2.11111
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,146.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,1.93332343904001
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,29.2547088405949
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,125.0
TJK,Tajikistan,Europe & Central Asia,Lower middle income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,2.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,120.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,2.16667
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,138.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,1.91667
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,132.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.ITRN.XQ,Int. Shipments Score,Score,2007,2.08333
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.CUST.RK,LP.LPI.CUST.RK,Rank,2007,123.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.CUST.XQ,Customs Score,Score,2007,2.07143
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.TIME.RK,LP.LPI.TIME.RK,Rank,2007,140.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.TIME.XQ,Timeliness Score,Score,2007,2.27273
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK,LPI Overall Rank,Rank,2007,137.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK.LB,LP.LPI.OVRL.RK.LB,Rank,2007,
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK.UB,LP.LPI.OVRL.RK.UB,Rank,2007,
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.OVRL.XQ,LPI Overall Score,Score,2007,2.0837034810645
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.OVRL.XQ.LB,LP.LPI.OVRL.XQ.LB,Rank,2007,
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.OVRL.XQ.UB,LP.LPI.OVRL.XQ.UB,Rank,2007,
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.OVRL.RK.ZS,LP.LPI.OVRL.RK.ZS,Rank,2007,33.9683206077954
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.INFR.RK,LP.LPI.INFR.RK,Rank,2007,122.0
TZA,Tanzania,Sub-Saharan Africa,Low income,LP.LPI.INFR.XQ,Infrastructure Score,Score,2007,2.0
THA,Thailand,East Asia & Pacific,Upper middle income,LP.LPI.TRAC.RK,LP.LPI.TRAC.RK,Rank,2007,36.0
THA,Thailand,East Asia & Pacific,Upper middle income,LP.LPI.TRAC.XQ,Tracking Score,Score,2007,3.25
THA,Thailand,East Asia & Pacific,Upper middle income,LP.LPI.LOGS.RK,LP.LPI.LOGS.RK,Rank,2007,29.0
THA,Thailand,East Asia & Pacific,Upper middle income,LP.LPI.LOGS.XQ,Logistics Quality Score,Score,2007,3.30556
THA,Thailand,East Asia & Pacific,Upper middle income,LP.LPI.ITRN.RK,LP.LPI.ITRN.RK,Rank,2007,32.0
